server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,key_point,p1_recent_score,p2_recent_score,p1_first_serve_rate,p2_first_serve_rate,p1_second_serve_rate,p2_second_serve_rate,p1_serve_points_won_rate,p2_serve_points_won_rate,p1_aces_rate,p2_aces_rate,p1_break_point_rate,p2_break_point_rate,p1_score,p2_score,sw_2,sw_3,sw_4,sw_5,sw_6,sd_2,sd_3,rd_2,rd_3
2,1,1,99,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.227,7.194,2,124,0,3,2,.634146341,.718446602,.866666667,1,.707317073,.601941748,.036585366,.058252427,.398058252,.292682927,2,1,0,1,0,0,0,0,1,0,0
2,1,2,99,87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.7,.476,1,133,0,3,2,.634146341,.721153846,.866666667,1,.707317073,.605769231,.036585366,.067307692,.394230769,.292682927,2,2,0,0,1,0,0,0,1,1,0
2,2,2,99,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.699,6.183,1,100,1,2,3,.634146341,.714285714,.866666667,1,.707317073,.60952381,.036585366,.066666667,.39047619,.292682927,2,3,0,0,0,0,0,0,1,0,0
1,2,1,100,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.273,23.065,7,93,0,2,3,.626506024,.714285714,.870967742,1,.710843373,.60952381,.036144578,.066666667,.39047619,.289156627,0,0,0,0,1,0,0,0,1,0,0
1,2,2,100,89,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.603,4.111,0,0,0,2,3,.619047619,.714285714,.84375,1,.702380952,.60952381,.035714286,.066666667,.39047619,.297619048,0,1,1,0,0,0,0,0,0,0,1
1,1,1,101,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.657,17.012,3,124,0,2,3,.623529412,.714285714,.84375,1,.705882353,.60952381,.035294118,.066666667,.39047619,.294117647,1,1,0,0,1,0,0,0,1,0,1
1,2,2,101,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.863,7.725,2,94,0,2,3,.61627907,.714285714,.848484848,1,.697674419,.60952381,.034883721,.066666667,.39047619,.302325581,1,2,0,1,0,0,0,0,1,0,1
1,1,1,102,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.467,23.07,5,112,0,2,3,.620689655,.714285714,.848484848,1,.701149425,.60952381,.034482759,.066666667,.39047619,.298850575,2,2,0,0,0,0,1,0,0,0,1
1,1,1,103,90,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.851,13.02,3,109,1,3,2,.625,.714285714,.848484848,1,.704545455,.60952381,.034090909,.066666667,.39047619,.295454545,3,2,0,0,0,0,0,0,1,0,1
2,1,2,103,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.189,12.525,1,129,0,3,2,.625,.716981132,.848484848,1,.704545455,.613207547,.034090909,.066037736,.386792453,.295454545,0,0,0,0,1,0,0,0,1,0,0
2,1,2,103,92,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,61.447,23.279,5,126,0,3,2,.625,.719626168,.848484848,1,.704545455,.61682243,.034090909,.065420561,.38317757,.295454545,0,1,0,0,0,0,1,0,1,0,1
2,1,2,103,93,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26.953,20.844,5,123,0,2,3,.625,.722222222,.848484848,1,.704545455,.62037037,.034090909,.064814815,.37962963,.295454545,0,2,0,0,0,0,1,0,0,0,0
2,2,2,103,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,4.036,1,109,1,2,3,.625,.71559633,.848484848,1,.704545455,.623853211,.034090909,.064220183,.376146789,.295454545,0,3,0,1,0,0,0,0,1,0,0
1,2,1,104,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.065,6.341,3,95,0,1,4,.617977528,.71559633,.852941176,1,.707865169,.623853211,.033707865,.064220183,.376146789,.292134831,0,0,1,0,0,0,0,0,1,0,1
1,1,1,105,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.432,14.554,3,117,0,1,4,.622222222,.71559633,.852941176,1,.711111111,.623853211,.033333333,.064220183,.376146789,.288888889,1,0,0,0,1,0,0,0,1,0,0
1,1,1,106,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.527,25.151,7,116,0,2,3,.626373626,.71559633,.852941176,1,.714285714,.623853211,.032967033,.064220183,.376146789,.285714286,2,0,0,0,0,0,1,0,1,0,0
1,1,1,107,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995,4.238,1,120,1,3,2,.630434783,.71559633,.852941176,1,.717391304,.623853211,.032608696,.064220183,.376146789,.282608696,3,0,0,1,0,0,0,0,1,0,1
2,2,2,107,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.617,25.791,7,105,0,4,1,.630434783,.709090909,.852941176,1,.717391304,.627272727,.032608696,.063636364,.372727273,.282608696,0,0,0,0,0,0,0,0,1,0,0
2,1,1,108,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.04,24.82,6,120,0,4,1,.630434783,.711711712,.852941176,1,.717391304,.621621622,.032608696,.063063063,.378378378,.282608696,1,0,0,0,0,0,0,0,1,0,1
2,2,2,108,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.246,8.216,1,110,0,4,1,.630434783,.705357143,.852941176,1,.717391304,.625,.032608696,.0625,.375,.282608696,1,1,0,0,1,0,0,0,1,0,0
2,1,2,108,97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.227,.921,1,129,0,3,2,.630434783,.707964602,.852941176,1,.717391304,.628318584,.032608696,.07079646,.371681416,.282608696,1,2,0,0,0,0,1,0,0,1,0
2,2,2,108,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.734,6.836,1,109,1,2,3,.630434783,.701754386,.852941176,1,.717391304,.631578947,.032608696,.070175439,.368421053,.282608696,1,3,1,0,0,0,0,0,1,0,0
1,1,1,109,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.942,16.369,3,115,0,1,4,.634408602,.701754386,.852941176,1,.720430108,.631578947,.032258065,.070175439,.368421053,.279569892,0,0,0,0,0,0,1,0,0,0,1
1,2,1,110,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.972,19.259,5,92,0,2,3,.627659574,.701754386,.857142857,1,.723404255,.631578947,.031914894,.070175439,.368421053,.276595745,1,0,0,0,0,0,0,0,1,0,0
1,1,1,111,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.276,5.17,1,126,0,2,3,.631578947,.701754386,.857142857,1,.726315789,.631578947,.031578947,.070175439,.368421053,.273684211,2,0,0,0,1,0,0,0,1,0,1
1,1,1,112,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.204,7.256,1,115,1,3,2,.635416667,.701754386,.857142857,1,.729166667,.631578947,.03125,.070175439,.368421053,.270833333,3,0,1,0,0,0,0,0,1,0,1
2,1,1,113,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.993,7.082,2,126,0,4,1,.635416667,.704347826,.857142857,1,.729166667,.626086957,.03125,.069565217,.373913043,.270833333,0,0,0,0,1,0,0,0,1,0,1
2,2,1,114,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.885,8.5,2,105,0,5,0,.635416667,.698275862,.857142857,1,.729166667,.620689655,.03125,.068965517,.379310345,.270833333,1,0,0,0,0,0,0,0,1,0,0
2,1,2,114,99,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.281,.751,1,133,0,5,0,.635416667,.700854701,.857142857,1,.729166667,.623931624,.03125,.076923077,.376068376,.270833333,1,1,0,0,1,0,0,0,1,1,0
2,1,1,115,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.404,15.512,6,126,0,4,1,.635416667,.703389831,.857142857,1,.729166667,.618644068,.03125,.076271186,.381355932,.270833333,2,1,0,0,1,0,0,0,1,0,0
2,1,1,116,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33.217,22.614,4,124,1,4,1,.635416667,.705882353,.857142857,1,.729166667,.613445378,.03125,.075630252,.386554622,.270833333,3,1,0,0,0,0,1,0,1,0,0
1,1,1,117,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.609,7.343,1,134,1,4,1,.639175258,.705882353,.857142857,1,.731958763,.613445378,.030927835,.075630252,.386554622,.268041237,0,0,0,0,1,0,0,0,0,0,1
1,1,1,118,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.035,7.802,1,120,1,4,1,.642857143,.705882353,.857142857,1,.734693878,.613445378,.030612245,.075630252,.386554622,.265306122,1,0,0,0,1,0,0,0,1,0,0
1,2,2,118,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.604,7.603,2,96,1,4,1,.636363636,.705882353,.861111111,1,.727272727,.613445378,.03030303,.075630252,.386554622,.272727273,1,1,1,0,0,0,0,0,1,0,0
1,2,1,119,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.327,27.908,3,90,1,4,1,.63,.705882353,.864864865,1,.73,.613445378,.03,.075630252,.386554622,.27,2,1,0,0,0,0,1,0,1,0,1
1,1,2,119,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.918,13.544,2,117,2,4,1,.633663366,.705882353,.864864865,1,.722772277,.613445378,.02970297,.075630252,.386554622,.277227723,2,2,0,0,0,0,1,0,0,0,0
1,2,2,119,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.107,44.279,10,88,2,3,2,.62745098,.705882353,.868421053,1,.715686275,.613445378,.029411765,.075630252,.386554622,.284313725,2,3,0,1,0,0,0,0,1,0,1
1,1,1,120,102,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066,1.157,1,115,2,2,3,.631067961,.705882353,.868421053,1,.718446602,.613445378,.038834951,.075630252,.386554622,.281553398,3,3,0,0,0,0,1,0,0,1,0
1,2,2,120,103,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.007,3.506,0,0,2,2,3,.625,.705882353,.846153846,1,.711538462,.613445378,.038461538,.075630252,.386554622,.288461538,3,4,1,0,0,0,0,0,0,1,0
1,1,1,121,103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.488,16.067,3,117,2,2,3,.628571429,.705882353,.846153846,1,.714285714,.613445378,.038095238,.075630252,.386554622,.285714286,4,4,0,0,0,0,1,0,1,0,1
1,1,1,122,103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.157,18.315,3,112,2,2,3,.632075472,.705882353,.846153846,1,.716981132,.613445378,.037735849,.075630252,.386554622,.283018868,5,4,0,0,1,0,0,0,1,0,1
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.567,22.066,5,120,0,0,0,1,.6,.85,.85,1,.66,0,.086,.3,0,0,0,0,1,0,0,0,0,1,0,1
1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.351,16.25,5,94,0,1,0,.5,.6,1,.85,1,.66,0,.086,.3,0,1,0,0,1,0,0,0,0,1,0,0
1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13.674,15.22,5,102,0,2,0,.333333333,.6,1,.85,1,.66,0,.086,.3,0,2,0,1,0,0,0,0,0,1,0,1
1,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.11,11.423,4,96,1,3,0,.25,.6,1,.85,.75,.66,0,.086,.3,.25,2,1,0,1,0,0,0,0,1,0,1
1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.752,12.444,2,100,1,3,1,.2,.6,1,.85,.6,.66,0,.086,.3,.4,2,2,0,0,1,0,0,0,1,0,1
1,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54.7,52.062,14,131,1,3,2,.333333333,.6,1,.85,.5,.66,0,.086,.3,.5,2,3,0,0,0,0,1,0,0,0,0
1,2,2,3,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23.058,27.678,8,102,1,2,3,.285714286,.6,1,.85,.428571429,.66,0,.086,.3,.571428571,2,4,1,0,0,0,0,0,1,0,1
1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.27,3.789,1,131,1,1,4,.375,.6,1,.85,.5,.66,0,.086,.3,.5,3,4,0,0,1,0,0,0,1,0,1
1,1,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713,5.169,1,122,1,1,4,.444444444,.6,1,.85,.555555556,.66,0,.086,.3,.444444444,4,4,0,0,0,0,1,0,0,0,1
1,1,1,6,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,55.34,60.437,13,137,1,2,3,.5,.6,1,.85,.6,.66,0,.086,.3,.4,5,4,0,0,1,0,0,0,1,0,0
2,1,2,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.769,.846,1,115,0,3,2,.5,1,1,.85,.6,1,0,0,0,.4,0,0,0,0,0,0,1,0,0,1,0
2,1,1,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.813,5.813,2,125,0,3,2,.5,1,1,.85,.6,.5,0,0,.5,.4,1,0,0,1,0,0,0,0,1,0,1
2,2,1,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.621,11.886,2,104,0,4,1,.5,.666666667,1,1,.6,.333333333,0,0,.666666667,.4,2,0,0,0,1,0,0,0,1,0,1
2,1,2,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.721,14.623,5,119,0,4,1,.5,.75,1,1,.6,.5,0,0,.5,.4,2,1,0,0,1,0,0,0,1,0,0
2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.647,5.773,1,121,0,3,2,.5,.8,1,1,.6,.6,0,0,.4,.4,2,2,0,0,1,0,0,0,1,0,0
2,2,2,8,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.112,31.987,7,115,1,2,3,.5,.666666667,1,1,.6,.666666667,0,0,.333333333,.4,2,3,0,0,1,0,0,0,0,0,0
1,2,1,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.872,9.973,3,98,0,2,3,.454545455,.666666667,1,1,.636363636,.666666667,0,0,.333333333,.363636364,0,0,0,0,0,0,0,0,1,0,1
1,1,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.402,6.887,1,124,0,2,3,.5,.666666667,1,1,.666666667,.666666667,0,0,.333333333,.333333333,1,0,0,0,1,0,0,0,1,0,0
1,1,1,11,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.698,12.095,3,135,0,2,3,.538461538,.666666667,1,1,.692307692,.666666667,0,0,.333333333,.307692308,2,0,1,0,0,0,0,0,1,1,0
1,2,1,12,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,1,3,2,.5,.666666667,1,1,.714285714,.666666667,0,0,.333333333,.285714286,3,0,0,0,0,1,0,1,0,1,0
2,1,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.181,16.166,1,126,0,4,1,.5,.714285714,1,1,.714285714,.714285714,0,0,.285714286,.285714286,0,0,0,0,0,0,0,0,1,0,0
2,1,2,12,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.465,8.432,3,117,0,4,1,.5,.75,1,1,.714285714,.75,0,0,.25,.285714286,0,1,0,0,0,0,0,0,1,0,1
2,1,2,12,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.483,16.025,5,122,0,3,2,.5,.777777778,1,1,.714285714,.777777778,0,0,.222222222,.285714286,0,2,0,0,1,0,0,0,1,1,0
2,2,1,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.488,3.63,2,104,1,2,3,.5,.7,1,1,.714285714,.7,0,0,.3,.285714286,1,2,0,1,0,0,0,0,1,0,1
2,1,2,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.349,5.324,1,117,1,2,3,.5,.727272727,1,1,.714285714,.727272727,0,0,.272727273,.285714286,1,3,0,0,0,0,1,0,0,0,1
1,1,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.81,20.189,3,121,0,1,4,.533333333,.727272727,1,1,.733333333,.727272727,0,0,.272727273,.266666667,0,0,0,0,0,0,1,0,0,0,1
1,2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.793,23.209,4,99,0,2,3,.5,.727272727,1,1,.6875,.727272727,0,0,.272727273,.3125,0,1,0,0,0,0,0,0,1,0,1
1,1,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,6.379,1,118,0,2,3,.529411765,.727272727,1,1,.705882353,.727272727,0,0,.272727273,.294117647,1,1,0,0,0,0,1,0,0,0,1
1,2,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.97,1.401,1,91,0,3,2,.5,.727272727,1,1,.722222222,.727272727,0,0,.272727273,.277777778,2,1,0,0,0,0,0,0,1,1,0
1,2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.976,10.172,2,111,1,3,2,.473684211,.727272727,1,1,.684210526,.727272727,0,0,.272727273,.315789474,2,2,0,0,0,0,1,0,1,0,0
1,1,1,12,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.802,1.025,1,131,1,3,2,.5,.727272727,1,1,.7,.727272727,.05,0,.272727273,.3,3,2,0,0,0,0,1,0,0,1,0
2,1,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,1.746,1,117,0,3,2,.5,.75,1,1,.7,.75,.05,0,.25,.3,0,0,0,0,0,0,1,0,1,0,1
2,2,2,12,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.738,22.929,7,100,0,3,2,.5,.692307692,1,1,.7,.769230769,.05,0,.230769231,.3,0,1,0,1,0,0,0,0,1,0,1
2,2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,3.812,1,113,0,2,3,.5,.642857143,1,1,.7,.785714286,.05,0,.214285714,.3,0,2,0,0,0,0,0,0,1,0,0
2,2,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.305,2.987,2,94,1,1,4,.5,.6,1,1,.7,.733333333,.05,0,.266666667,.3,1,2,0,1,0,0,0,0,1,0,1
2,1,2,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.763,17.189,3,121,1,2,3,.5,.625,1,1,.7,.75,.05,0,.25,.3,1,3,0,1,0,0,0,0,1,0,1
1,2,2,12,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.355,22.741,4,97,0,1,4,.476190476,.625,1,1,.666666667,.75,.047619048,0,.25,.333333333,0,0,1,0,0,0,0,0,1,0,0
1,2,2,12,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.771,.78,0,0,0,1,4,.454545455,.625,.916666667,1,.636363636,.75,.045454545,0,.25,.363636364,0,1,0,1,0,0,0,0,0,1,0
1,1,1,12,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.73,.534,1,135,0,1,4,.47826087,.625,.916666667,1,.652173913,.75,.086956522,0,.25,.347826087,1,1,0,0,1,0,0,0,1,1,0
1,2,1,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.386,4.234,1,99,0,2,3,.458333333,.625,.923076923,1,.666666667,.75,.083333333,0,.25,.333333333,2,1,0,0,0,0,0,0,1,0,1
1,1,1,12,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.715,.649,1,132,0,2,3,.48,.625,.923076923,1,.68,.75,.12,0,.25,.32,3,1,0,0,1,0,0,0,0,1,0
1,2,2,21,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.718,7.775,0,0,1,3,2,.461538462,.625,.857142857,1,.653846154,.75,.115384615,0,.25,.346153846,3,2,0,0,1,0,0,0,0,0,1
1,1,2,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.63,22.021,6,117,1,3,2,.481481481,.625,.857142857,1,.62962963,.75,.111111111,0,.25,.37037037,3,3,0,1,0,0,0,0,1,0,1
1,2,1,22,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,71.107,75.555,17,95,1,3,2,.464285714,.625,.866666667,1,.642857143,.75,.107142857,0,.25,.357142857,4,3,0,0,0,0,0,0,1,0,1
1,2,2,22,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.338,1.91,0,0,1,3,2,.448275862,.625,.8125,1,.620689655,.75,.103448276,0,.25,.379310345,4,4,0,0,0,0,0,0,0,1,0
1,1,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30.022,36.577,7,131,1,2,3,.466666667,.625,.8125,1,.633333333,.75,.1,0,.25,.366666667,5,4,0,0,1,0,0,0,1,0,1
1,2,1,24,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.113,10.344,3,95,1,2,3,.451612903,.625,.823529412,1,.64516129,.75,.096774194,0,.25,.35483871,6,4,0,0,1,0,0,0,1,0,1
1,2,2,24,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.791,18.05,4,91,1,3,2,.4375,.625,.833333333,1,.625,.75,.09375,0,.25,.375,6,5,0,1,0,0,0,0,1,0,1
1,2,1,25,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.806,5.003,1,98,1,3,2,.424242424,.625,.842105263,1,.636363636,.75,.090909091,0,.25,.363636364,7,5,1,0,0,0,0,0,1,0,1
1,2,2,25,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.607,53.012,14,112,1,3,2,.411764706,.625,.85,1,.617647059,.75,.088235294,0,.25,.382352941,7,6,0,0,1,0,0,0,1,0,1
1,1,2,25,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.02,28.208,4,127,1,3,2,.428571429,.625,.85,1,.6,.75,.085714286,0,.25,.4,7,7,1,0,0,0,0,0,0,0,1
1,1,1,26,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,48.796,40.519,7,129,1,2,3,.444444444,.625,.85,1,.611111111,.75,.083333333,0,.25,.388888889,8,7,0,0,0,0,1,0,0,0,0
1,2,1,27,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.626,3.032,1,104,1,2,3,.432432432,.625,.857142857,1,.621621622,.75,.081081081,0,.25,.378378378,9,7,1,0,0,0,0,0,0,0,1
1,2,2,27,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.037,19.985,6,92,1,3,2,.421052632,.625,.863636364,1,.605263158,.75,.078947368,0,.25,.394736842,9,8,0,1,0,0,0,0,1,0,1
1,1,1,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.722,36.707,9,120,1,2,3,.435897436,.625,.863636364,1,.615384615,.75,.076923077,0,.25,.384615385,10,8,0,0,0,0,1,0,1,0,1
1,1,1,29,27,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.845,.89,1,132,1,3,2,.45,.625,.863636364,1,.625,.75,.1,0,.25,.375,11,8,0,0,0,0,1,0,0,1,0
2,2,2,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,5.532,1,100,0,4,1,.45,.588235294,.863636364,1,.625,.764705882,.1,0,.235294118,.375,0,0,1,0,0,0,0,0,1,0,0
2,1,1,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.997,20.625,6,122,0,3,2,.45,.611111111,.863636364,1,.625,.722222222,.1,0,.277777778,.375,1,0,0,0,1,0,0,0,1,0,0
2,2,1,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.693,15.381,4,101,0,3,2,.45,.578947368,.863636364,1,.625,.684210526,.1,0,.315789474,.375,2,0,1,0,0,0,0,0,1,0,1
2,1,1,32,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.928,9.738,4,130,0,4,1,.45,.6,.863636364,1,.625,.65,.1,0,.35,.375,3,0,0,1,0,0,0,0,1,0,1
2,2,2,32,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,30.757,33.459,7,117,1,4,1,.45,.571428571,.863636364,1,.625,.666666667,.1,0,.333333333,.375,3,1,0,1,0,0,0,0,1,0,0
2,1,1,33,29,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,8.475,6.729,2,129,1,3,2,.45,.590909091,.863636364,1,.625,.636363636,.1,0,.363636364,.375,4,1,0,0,1,0,0,0,0,0,1
1,2,2,33,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.317,29.505,8,101,1,4,1,.43902439,.590909091,.869565217,1,.609756098,.636363636,.097560976,0,.363636364,.390243902,0,0,1,0,0,0,0,0,1,0,0
1,2,2,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.543,26.851,6,88,1,3,2,.428571429,.590909091,.875,1,.595238095,.636363636,.095238095,0,.363636364,.404761905,0,1,0,1,0,0,0,0,1,0,1
1,1,1,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411,2.263,1,121,1,2,3,.441860465,.590909091,.875,1,.604651163,.636363636,.093023256,0,.363636364,.395348837,1,1,0,0,0,0,1,0,0,1,0
1,2,2,34,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.056,40.678,8,95,1,2,3,.431818182,.590909091,.88,1,.590909091,.636363636,.090909091,0,.363636364,.409090909,1,2,0,1,0,0,0,0,1,0,0
1,2,1,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.393,22.043,5,104,2,2,3,.422222222,.590909091,.884615385,1,.6,.636363636,.088888889,0,.363636364,.4,2,2,1,0,0,0,0,0,0,0,1
1,1,1,36,32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.278,3.606,1,132,2,2,3,.434782609,.590909091,.884615385,1,.608695652,.636363636,.086956522,0,.363636364,.391304348,3,2,0,0,0,0,1,0,1,0,1
